probe_set	_23_1CON	_23_2CON	_23_3NO0	_23_4NO7	_26_1CON	_26_2CON	_26_3NO0	_26_4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
Probe_14389	7.337827	6.091685	6.841709	7.062359	5.95052	6.417829	7.098895	7.691395	7.137739	6.894442	5.939607	6.793558
Probe_14390	6.052188	6.429127	6.278028	5.906672	6.124673	5.714213	6.181663	5.926033	6.075355	5.607242	5.620437	5.698135
Probe_14391	4.828205	5.202057	5.322054	5.552537	5.213538	5.79537	6.120113	6.515367	4.938775	6.019159	3.909178	6.189135
Probe_14392	8.772724	9.059815	8.972885	9.114812	8.69528	9.250578	8.926068	8.755011	9.629406	9.261933	9.599355	9.377299
Probe_14393	7.010008	7.132145	7.322712	7.606427	6.609771	7.004805	7.032685	6.924896	6.914708	6.254645	6.012995	6.640135
Probe_14394	5.118738	5.22858	5.454403	4.913727	5.329475	5.890009	3.428276	5.20083	5.430091	5.336594	3.796182	5.505646
Probe_14395	7.001577	6.263673	7.369737	8.046295	8.498179	7.538049	7.24732	7.326978	7.378581	6.306151	4.988912	6.423699
Probe_14396	4.749915	5.07154	5.445531	5.79271	4.926787	5.58953	4.065141	5.476686	5.385338	5.303857	5.333334	5.520953
Probe_14397	8.025876	6.461141	6.691032	8.169269	6.991601	6.77855	7.549407	8.53174	7.173677	7.825105	7.468518	7.160204
Probe_14398	6.836808	6.706144	6.683949	6.846042	7.37364	6.842753	7.354787	7.415522	7.34243	7.026302	6.622053	6.520584
Probe_14399	7.56434	7.553276	7.54177	7.160981	7.230376	7.376759	7.269099	6.805318	7.054642	7.152964	6.962225	7.335372
Probe_14400	1.857452	6.007222	5.032026	5.37636	5.173294	5.432776	5.623589	6.191028	6.209106	6.024477	3.630312	5.521889
Probe_14401	7.05335	6.680831	6.933148	6.874662	7.397358	6.674588	6.872484	6.077341	6.781924	7.467915	6.640955	7.501065
Probe_14402	7.332081	7.689746	7.805802	7.765369	7.348268	7.562296	7.809614	7.423897	7.450939	7.300215	7.582443	7.402731
Probe_14403	9.616325	9.628427	9.721267	9.835094	9.694811	10.00249	9.534811	9.82918	9.952316	9.51324	9.498269	9.69675
Probe_14404	5.952469	4.703411	5.66019	4.584289	4.91021	5.658286	6.065243	6.079743	5.585299	3.738508	7.137196	4.482932
Probe_14405	7.138702	7.455459	7.450535	7.415978	7.3526	7.685113	7.784563	7.669098	7.154099	6.76515	6.654751	6.836151
Probe_14406	7.478389	7.631985	7.728206	7.645068	7.170426	7.351346	7.448645	6.937462	7.562418	7.127221	7.257878	7.612611
Probe_14407	4.945018	3.105437	4.943921	4.587815	6.028872	4.84233	6.860926	6.193492	4.678032	4.649207	5.191152	3.934309
Probe_14408	7.803014	8.250568	7.702768	7.872644	7.986013	8.089996	7.589704	7.560746	8.386212	7.753484	8.237922	8.333714
Probe_14409	8.056887	7.496167	7.922935	7.82076	7.481541	7.687831	8.014517	7.915652	7.701161	7.339512	6.712073	7.282217
Probe_14410	7.849443	8.343816	7.570137	7.192441	7.495887	7.692629	7.559033	7.308439	7.652429	7.65187	7.259046	7.826148
Probe_14411	7.903207	8.340001	8.487997	8.421863	8.392451	8.656486	8.49647	8.742309	7.932853	7.487414	8.341052	7.631934
Probe_14412	4.977994	5.866312	5.387986	4.807051	3.89725	4.968639	5.693161	3.522545	1.520669	4.654895	5.907338	4.654895
Probe_14413	9.372434	9.43755	9.497123	9.212119	9.69655	9.310111	9.305417	9.208756	9.327847	9.687923	8.908182	9.623569
Probe_14414	6.863579	6.949862	6.319374	6.592345	6.673994	6.902544	6.65631	6.77905	7.026512	6.599972	6.185417	6.554833
Probe_14415	8.52786	7.835886	8.603281	7.933266	8.486867	8.025101	8.659047	7.913613	7.189716	7.272294	7.217085	7.762787
Probe_14416	5.497025	5.255149	5.316631	5.02841	5.138683	5.301354	5.796489	5.792423	5.268947	5.296145	3.752427	4.432325
Probe_14417	5.941245	6.3439	5.749545	5.812562	6.666686	5.435739	5.699227	6.294847	5.97585	5.768528	6.105456	5.822575
Probe_14418	8.61742	9.472279	9.279813	8.888713	8.929812	9.228273	9.176542	8.237439	7.766913	7.729886	5.039788	7.174696
Probe_14419	7.693926	8.42862	8.294671	8.682538	6.093474	7.829812	7.059993	7.340829	8.739902	8.424725	8.053866	8.576076
Probe_14420	10.08079	10.11171	10.27487	10.38584	9.951932	10.1818	10.24517	9.844453	10.14756	10.04924	10.03298	10.20725
Probe_14421	3.062234	4.51399	2.866002	2.031342	3.489369	5.308346	0.476558	1.693128	4.199209	4.949773	3.70822	5.574259
Probe_14422	6.755756	7.564934	7.305378	7.111532	6.223397	6.696147	7.659925	6.167085	7.146034	6.694226	5.918474	6.718444
Probe_14423	7.341372	7.536325	7.127664	7.334363	7.174317	7.343443	7.107646	7.340829	7.120974	7.048868	6.603448	7.302995
Probe_14424	9.989111	9.998605	9.758526	9.975719	9.619009	10.17028	9.804894	9.692106	10.14391	8.744154	9.663234	9.804291
Probe_14425	6.60552	6.755582	6.622219	6.647386	5.97809	6.917014	6.633614	6.788673	6.971452	6.4714	5.991964	6.514511
Probe_14426	7.550231	7.62274	7.938321	7.787171	7.293141	7.678847	7.780605	7.526617	7.75226	8.011568	7.766343	7.402756
Probe_14427	8.087951	8.97504	8.514888	9.155137	6.867649	7.028547	7.807542	8.384253	7.37424	7.652594	6.376207	7.607212
Probe_14428	5.502327	5.364443	4.590985	5.92443	6.5872	5.800193	5.417515	5.031064	4.972633	4.05484	4.369529	4.682995
Probe_14429	6.323997	6.1339	5.949024	6.454609	6.144077	6.617616	6.659054	6.690878	6.092362	6.206673	6.312801	6.140775
Probe_14430	5.27624	6.232995	5.723242	5.776794	3.433146	6.150084	5.48198	5.713586	5.525389	5.698093	3.14711	5.894146
Probe_14431	10.32797	10.41978	10.64003	11.11329	11.15588	11.16908	11.17193	11.14136	10.85027	10.88078	10.70962	10.94175
Probe_14432	8.918565	8.854376	8.941191	8.924076	8.581114	9.015524	8.778655	9.052788	8.596481	8.1622	8.243383	8.541352
Probe_14433	6.472738	7.128737	6.481307	7.400768	4.631488	6.664383	6.748958	8.261216	6.936131	6.43833	3.657571	6.43833
Probe_14434	8.188623	8.092382	8.285666	7.914523	7.99832	7.729267	7.892136	7.758297	8.103256	7.412815	7.940249	7.862352
Probe_14435	4.657954	5.410589	5.036714	4.433233	4.989993	5.622148	4.814166	5.006047	5.415715	5.355214	5.687002	5.70923
Probe_14436	10.48899	10.07811	10.37485	10.27674	10.55631	10.10923	10.4273	10.09762	10.13398	9.921218	10.531	10.27144
Probe_14437	6.569051	6.411445	6.228286	6.419064	6.962977	6.713421	6.579384	6.204467	6.65306	6.567558	6.603387	6.554412
Probe_14438	6.040658	5.474099	5.432592	4.976217	5.032321	5.556552	6.020636	5.997139	5.335165	5.20105	5.882807	5.559119
Probe_14439	5.974497	6.205299	6.147907	6.630537	6.618685	6.67374	7.031395	5.78878	5.811707	6.066939	6.536993	6.16013
Probe_14440	6.956672	8.068762	7.882759	7.827711	7.942485	8.0978	7.850987	8.083128	7.698212	7.242926	6.840312	7.43184
Probe_14441	6.815985	6.26448	6.671506	6.991817	6.75765	6.751544	5.876964	6.821021	7.40714	7.144006	6.463264	7.217434
Probe_14442	7.457373	7.030844	7.061333	6.776051	6.486687	6.509056	6.879142	7.071602	7.115023	6.516513	5.581303	7.178924
Probe_14443	5.37555	6.083218	5.409869	5.616422	4.666819	5.562914	5.67391	6.638087	5.876883	5.231221	5.234325	5.601055
Probe_14444	8.328361	8.234664	8.378776	8.337858	8.599381	8.171337	8.327014	8.238816	7.894345	8.046813	8.424775	8.07665
Probe_14445	8.159231	8.887522	8.888898	9.155914	8.198155	9.205989	8.738748	8.516894	9.637067	9.252043	9.461091	9.334166
Probe_14446	7.874828	8.363175	8.497928	8.986695	7.608491	8.800751	7.667828	7.713874	8.925688	8.958825	8.571108	8.99208
Probe_14447	5.92137	6.016164	5.422354	2.103488	5.667009	5.838314	5.511161	6.591863	6.167972	5.468345	6.090836	5.335051
Probe_14448	6.948309	6.841873	6.617084	6.673472	6.464142	6.842086	6.263979	6.409886	6.564572	6.629182	6.728546	6.64311
Probe_14449	6.340813	6.109887	5.892068	6.10555	6.043544	5.645281	5.953719	6.524457	6.09716	5.505002	6.19296	5.413499
Probe_14450	8.66965	8.377046	8.63366	8.720627	8.18659	8.748377	8.437298	8.605957	9.070502	8.980151	8.324149	8.977855
Probe_14451	10.15037	9.976707	10.24819	10.21169	10.01589	9.813513	10.3808	9.716794	9.835902	9.038082	9.866367	9.756806
Probe_14452	5.693866	3.742082	4.548659	4.772113	5.053924	4.54378	5.167659	4.993552	-0.88303	4.380231	4.306736	4.266157
Probe_14453	3.877411	3.318443	4.473391	3.577078	2.766602	0.762987	4.056124	4.81294	4.285543	2.027568	3.318443	2.54479
Probe_14454	7.579142	7.470032	7.438833	7.642925	6.997394	6.908501	7.363224	6.9495	8.078391	7.410095	7.184538	7.375821
Probe_14455	6.420457	5.87923	5.536491	5.489103	6.12367	5.979783	4.436042	4.231356	5.72408	5.333406	6.653332	5.61711
Probe_14456	7.379829	7.88541	7.392472	7.284005	7.283588	7.617225	5.529662	7.461406	8.31049	7.237067	7.41575	7.892178
Probe_14457	6.669126	5.834307	7.360022	7.530679	7.381612	7.453402	7.416722	6.512186	8.134575	7.749031	7.987128	7.89865
Probe_14458	7.606983	6.976925	6.812883	6.817777	7.269426	6.697663	7.071527	6.742936	7.31979	7.155506	7.895442	7.409612
Probe_14459	3.251616	4.952851	4.579367	4.930685	3.295081	4.235313	4.877965	4.997807	5.067772	3.763412	3.576353	4.861062
Probe_14460	5.221939	5.65065	5.172315	5.337087	3.950596	4.533183	3.950596	5.026658	3.122847	2.395924	-1.67143	4.716782
Probe_14461	9.103141	8.946237	9.059001	9.335008	8.845666	9.23052	9.125589	8.878351	9.354238	9.037728	9.557081	9.227108
Probe_14462	8.133661	8.700533	8.644974	8.231869	7.882105	8.28537	8.341101	7.651812	8.716614	8.239694	8.534322	8.166796
Probe_14463	8.549481	9.143092	8.834006	8.782304	8.781947	9.09516	8.622118	8.326627	8.527438	8.124411	7.82719	8.156215
Probe_14464	5.988832	6.575094	6.599053	6.416575	5.148068	6.401165	5.592257	5.786311	7.677022	6.780428	6.132114	7.089202
Probe_14465	7.354179	6.410572	6.886355	6.964179	6.90588	6.799528	7.355703	7.446355	7.171567	6.748018	6.784046	6.90511
Probe_14466	6.337224	5.978845	5.865681	6.079423	5.748053	5.338025	5.842275	5.953393	6.18589	5.247309	3.449482	5.722928
Probe_14467	13.51177	13.33473	13.44845	13.28481	12.78302	12.77681	12.92731	12.88108	13.33705	13.16733	13.36957	13.21774
Probe_14468	7.953574	7.76643	7.810392	7.678107	8.353063	7.808868	7.592577	7.801993	7.860702	7.384585	7.809299	7.44233
Probe_14469	8.790453	8.673924	8.55679	8.55844	8.094891	8.540182	8.619186	8.472516	8.85232	9.046	9.212494	8.890073
Probe_14470	6.920555	6.928998	6.564384	6.531678	6.343211	6.524402	6.544156	6.594517	6.938862	6.710035	5.318281	6.572561
Probe_14471	7.163871	7.454406	7.576409	7.173757	6.799683	7.367965	7.12752	6.979648	7.002961	6.835861	6.260154	7.106139
Probe_14472	7.659304	8.46258	8.106024	8.362084	7.290498	8.37067	7.557755	8.113081	8.190235	7.567431	7.047364	7.792641
Probe_14473	6.356158	6.295543	5.434308	4.85599	7.373692	6.888268	6.726273	6.184645	6.16636	6.862922	5.706158	7.066057
Probe_14474	4.742513	4.610883	5.122238	5.58979	5.907576	5.03562	5.256233	5.280804	5.585687	4.800595	5.039222	4.122358
Probe_14475	6.73136	6.434418	6.373859	6.307567	5.556436	6.643853	6.424917	6.822424	6.601165	6.415613	5.860444	6.185131
Probe_14476	6.969968	7.053263	6.678297	6.786622	4.98987	7.14476	6.172083	6.645975	7.252987	7.030115	5.961633	6.870069
Probe_14477	6.917503	7.341078	6.756383	6.653863	7.178207	6.771476	7.241735	7.118142	6.896635	6.478829	6.445283	6.244234
Probe_14478	8.265038	7.785197	7.778366	7.776545	8.249189	7.947771	7.932622	7.977074	8.149076	8.030126	7.725966	8.066531
Probe_14479	5.745907	5.986761	5.496207	5.586428	5.119443	6.268758	6.280286	6.518187	5.708676	5.50781	5.465322	5.272053
Probe_14480	5.829936	5.873454	5.334643	5.578244	5.96113	5.60443	6.070954	5.802428	5.658786	5.246241	6.023816	5.355111
Probe_14481	5.599913	5.890269	6.141435	6.375177	6.242178	5.572068	6.067282	5.982654	6.285508	6.347501	4.684639	6.311794
Probe_14482	8.261996	7.937286	7.808231	7.5884	8.084043	7.799586	7.825283	7.675308	7.92268	7.291373	7.260016	7.653275
Probe_14483	7.803253	8.663458	8.182802	8.467691	8.308011	8.650179	8.254537	7.554236	8.424267	7.396339	7.954801	8.401844
Probe_14484	7.033555	7.093962	6.741494	7.057873	6.557625	6.36035	6.440582	6.808861	6.748018	6.110463	7.062705	6.660124
Probe_14485	8.109089	7.605598	7.722992	7.352503	7.622769	7.735001	8.066148	8.164666	7.844047	7.616027	7.161767	7.444021
Probe_14486	5.624203	5.222778	5.260421	5.438409	6.186932	6.188541	5.78105	6.080954	5.534435	3.546734	6.230411	5.318349
Probe_14487	7.0531	6.706006	7.068133	6.555511	7.163509	7.404775	6.49678	7.119543	6.751062	6.366146	7.356161	6.235878
Probe_14488	6.23019	6.147777	5.861159	6.122399	4.983623	6.446107	5.639087	6.031148	6.231461	5.811361	5.121546	5.466621
Probe_14489	7.078503	7.099264	7.080423	6.835962	6.549152	7.304776	7.251284	7.148294	6.666714	6.270873	6.686851	6.539559
Probe_14490	6.634937	6.953673	6.393425	6.15413	5.218243	5.959153	6.343957	6.594219	6.696495	6.673768	6.474094	6.301315
Probe_14491	6.097238	6.214428	5.62733	5.738306	6.502023	5.592816	5.592965	5.635116	5.625346	5.792439	6.538566	6.019411
Probe_14492	7.566785	7.652357	7.26777	7.230722	6.679494	7.507446	7.553837	7.326079	7.285014	7.505192	7.308667	7.48829
Probe_14493	5.523016	6.268446	5.536855	5.086928	5.508742	5.83967	4.4475	4.992506	5.571	5.672077	5.300735	4.987407
Probe_14494	5.948066	6.10665	6.181691	6.454539	7.3729	6.705646	7.047418	6.769256	5.418841	5.858899	6.95465	6.15017
Probe_14495	9.840756	9.937315	9.857871	9.703724	8.712957	9.417686	9.204811	8.721509	9.004737	8.275077	8.896057	8.112408
Probe_14496	9.6061	9.692417	9.620993	9.167182	8.962176	9.310172	9.194045	9.143539	8.444013	8.923503	7.737815	8.558654
Probe_14497	7.490257	7.996677	7.544594	7.339681	6.17651	7.3855	6.850787	6.433076	7.225034	6.551716	5.739008	6.109739
Probe_14498	7.852036	7.226008	7.378147	7.486199	7.856973	8.011837	7.922834	8.263152	7.19758	7.320954	8.171747	7.747408
Probe_14499	7.416705	7.626782	7.659696	7.422317	6.111753	7.656718	6.799333	7.389429	8.631966	7.889553	7.339298	8.35591
Probe_14500	3.944877	4.754203	5.534516	4.513964	3.856607	4.991476	2.289899	4.930397	5.729474	5.183887	2.607004	5.49463
Probe_14501	6.691018	6.641748	6.85645	6.234003	5.255153	4.731422	6.306357	5.801379	6.22963	6.918541	5.791968	6.61151
Probe_14502	8.383786	8.275035	8.446835	7.89086	8.193693	7.913254	8.361128	8.215329	8.525529	7.97681	8.141009	8.221747
Probe_14503	9.410057	9.726271	9.671523	9.570888	9.630162	9.288852	9.817901	9.51886	9.533094	9.354646	9.924208	9.49448
Probe_14504	5.165349	5.516879	6.087312	5.657243	6.283537	5.701965	6.216434	6.115295	5.1351	5.89577	4.224048	5.965491
Probe_14505	7.192076	7.738653	7.370522	6.988855	5.510744	6.818914	6.475545	6.391058	7.371053	6.356799	6.156801	6.736334
Probe_14506	7.630158	7.704872	7.786714	7.189479	7.46851	7.702325	7.499152	7.958912	7.668062	6.71122	7.378893	6.796831
Probe_14507	-2.06253	4.568397	4.89847	3.492433	3.492433	5.139171	4.256807	3.492433	3.492433	3.898305	3.492433	3.748408
Probe_14508	7.187015	7.624196	7.601466	7.494192	6.685197	7.202437	7.384715	7.832168	7.758969	7.147347	5.936146	7.518763
Probe_14509	5.469186	5.601408	5.437481	5.542574	4.04421	5.569136	5.470992	5.025822	5.236623	5.688642	3.960428	5.135506
Probe_14510	6.92265	7.208215	6.850287	7.11295	6.833915	7.07989	7.190516	7.002039	7.171107	6.804002	7.379846	6.954476
Probe_14512	6.965311	7.118578	7.528478	7.153066	8.557073	7.278728	8.677445	7.776301	7.221113	7.428645	6.708436	7.031528
Probe_14513	9.216877	9.430045	9.346454	8.967526	8.973565	8.729478	8.996157	8.814355	9.096141	9.451308	9.14487	9.384848
Probe_14514	7.688768	7.678368	7.429859	7.419783	6.862811	7.161595	6.987219	7.385491	7.322631	7.289834	6.460228	7.301917
Probe_14515	5.174902	5.159076	4.956856	4.877553	4.885125	4.61594	5.487168	5.63883	5.024009	4.733897	4.125535	4.943115
Probe_14516	5.212336	5.444346	5.901171	4.716058	5.867153	4.846498	6.038109	4.712161	4.236898	1.780625	2.727986	3.155798
Probe_14517	6.665066	6.76066	6.818697	6.778222	7.077852	6.082956	6.790577	6.784504	6.899768	6.902435	7.771516	7.024486
Probe_14518	8.796001	8.302442	8.940637	8.776857	9.530289	8.896593	9.576539	9.028144	7.607641	6.12753	6.611522	7.945438
Probe_14519	9.044326	8.721926	8.684307	8.836205	9.19857	8.981319	9.09764	8.445996	8.746803	8.499862	8.749055	8.760078
Probe_14520	9.008375	9.148525	9.015892	8.84675	8.6996	9.10534	9.084221	8.610962	8.982341	8.593757	8.315073	8.910241
Probe_14521	9.517091	9.388583	9.281497	9.593049	9.637963	9.504269	9.557912	9.510074	9.437117	9.620942	9.69007	9.711135
Probe_14522	8.786818	8.603945	8.613532	8.508128	8.693379	8.618565	8.871317	8.654314	8.552358	8.167142	8.179416	8.398821
Probe_14523	8.354664	7.877143	8.730589	8.034353	10.60751	9.422313	10.67637	9.321955	7.71305	8.536717	7.090811	8.095566
Probe_14524	7.550316	7.244735	7.341719	7.552016	7.618378	7.812338	7.671407	7.835229	7.602558	7.254745	5.472485	7.491925
Probe_14525	7.285994	7.452249	7.578139	7.359995	7.545297	7.496766	7.689027	7.668871	7.319537	6.906374	7.312157	7.600166
Probe_14526	5.278557	5.061573	5.059295	4.85438	4.269856	6.009298	5.80813	6.015578	4.956331	5.465981	5.043813	5.841382
Probe_14527	5.241192	5.434588	5.219776	4.679261	-1.75928	4.50673	4.717474	5.015154	4.961725	4.885877	6.068939	5.109323
Probe_14528	8.107191	8.289733	8.184166	8.447484	7.984925	7.833915	7.974495	7.75307	8.045028	7.563631	7.706289	7.967324
Probe_14529	6.300872	6.271269	6.183762	5.954106	6.115281	6.236123	6.341497	6.401298	6.201126	5.934271	5.256029	5.700548
Probe_14530	5.396348	6.114738	5.569582	5.384627	4.419862	6.518087	5.248698	5.705826	5.98693	5.023473	4.234409	5.612099
Probe_14531	7.625475	7.39454	7.414567	7.344846	7.442122	7.975785	7.666281	7.579867	7.269248	7.188757	7.218229	7.430377
Probe_14532	9.537135	9.070497	9.326542	9.490995	11.2144	10.27084	10.03572	10.2372	9.134426	8.826844	10.66861	8.658793
Probe_14533	4.340897	4.906352	4.605654	4.726264	3.452081	4.050937	4.195308	4.506139	4.588415	4.954578	3.60966	4.759545
Probe_14534	7.466032	7.421164	7.659425	7.168532	7.582014	7.75723	7.810636	7.811831	7.273469	7.30241	6.369133	7.352564
Probe_14535	7.271192	7.10912	7.463222	6.873789	7.03882	6.856811	6.835078	6.544422	6.577865	6.418892	7.928797	6.96907
Probe_14536	6.335099	6.027519	6.080713	5.590488	5.55955	5.994222	5.688561	5.404539	6.026253	6.017338	6.183548	5.723048
Probe_14537	6.798206	6.9864	6.87289	6.98982	6.739754	6.899151	6.937168	7.005074	6.227808	5.362642	6.262888	6.252236
Probe_14538	10.99479	11.24244	11.0824	11.00405	10.96055	11.0144	10.84031	10.85074	11.13466	10.59707	10.99951	10.85786
Probe_14539	4.129753	3.239893	4.270671	4.079139	0.285213	3.152198	3.710757	3.803454	2.986391	3.726166	2.755403	4.041453
Probe_14540	5.901036	5.996958	6.09951	5.983324	5.808097	6.483493	5.707779	6.274508	6.354122	6.389909	5.901917	5.988437
Probe_14541	5.445174	4.790011	5.196438	5.017664	5.749743	4.618397	5.514694	5.649483	4.91309	4.655598	4.480698	4.229757
Probe_14542	5.523863	5.39693	5.365143	6.011715	4.867575	5.802578	4.458566	5.639695	6.296032	4.9123	5.661992	5.40637
Probe_14543	5.07364	5.133422	3.632978	5.133422	6.517217	5.133422	5.133422	3.279593	5.114429	5.908558	6.399528	5.141429
Probe_14544	10.47253	10.57624	10.63219	10.56695	10.1927	10.46127	10.25844	10.11876	10.61222	10.51479	10.60394	10.19983
Probe_14545	6.842702	6.542291	6.647717	6.559504	7.180028	6.350927	6.955975	6.545542	6.432682	6.270064	7.058003	6.658226
Probe_14546	7.987821	8.095123	7.627614	7.367039	7.030822	7.58828	7.114148	7.200065	7.487543	6.840413	6.839191	7.138753
Probe_14547	13.01976	12.80382	12.8233	12.65849	12.9589	12.76602	13.00332	12.90472	12.47671	12.53345	12.57697	12.57102
Probe_14548	7.001115	6.423605	6.541595	6.01879	7.360768	6.557945	6.268084	6.899973	6.127225	6.445462	4.506196	6.188971
Probe_14549	5.093197	4.677999	6.342123	5.233796	3.335269	4.451046	4.495676	3.134512	4.916887	4.198408	4.528596	5.429174
Probe_14550	8.138574	8.114669	8.146441	7.936591	7.795371	7.925851	7.751129	7.746749	7.963364	7.010601	7.993889	7.493679
Probe_14551	6.12655	6.195775	6.112815	6.423923	6.381514	5.069002	2.313591	6.135089	5.829403	5.414819	5.135605	5.367416
Probe_14552	8.53777	8.529415	8.379647	8.020658	7.884421	7.970066	8.254561	8.291194	8.473446	8.304205	7.936909	8.320178
Probe_14553	6.593741	6.365568	5.972242	6.056434	5.580773	6.254764	6.248115	5.926775	6.3177	5.989123	6.352956	6.283616
Probe_14554	5.071347	5.265523	3.467032	4.567917	3.881235	3.881235	3.881235	0.554166	5.022794	5.28545	1.013648	4.683236
Probe_14555	7.543859	7.509411	7.043869	7.099569	6.783182	7.331947	7.223645	7.071924	7.414144	7.387681	6.21516	7.216707
Probe_14556	7.376837	7.235421	7.189508	7.249986	7.74208	7.590445	7.489744	7.236646	7.74728	7.076837	8.401844	7.364949
Probe_14557	5.909718	3.244144	6.36396	4.526588	6.070022	2.851077	5.749105	4.559186	5.048456	5.979733	5.048456	5.231025
Probe_14558	7.655216	7.413247	7.02199	7.179581	7.304538	7.345175	7.230414	7.397101	7.136878	6.785054	6.755382	6.967203
Probe_14559	6.603795	5.822967	5.571267	5.940604	5.321268	5.481296	4.95549	4.702619	6.575592	5.18808	7.601214	6.148269
Probe_14560	6.041068	6.05584	5.564061	5.614571	4.75439	6.055076	5.656519	5.70049	5.986295	5.990857	4.056367	5.856747
Probe_14561	7.095344	7.695667	7.49774	7.457693	7.123883	6.886416	7.488178	7.111636	7.111282	7.185589	6.293244	7.134765
Probe_14562	4.321077	4.688136	5.124717	5.219695	3.860019	5.241264	3.546166	4.356235	4.644635	4.888242	5.061513	5.097501
Probe_14563	5.51284	6.298616	5.600172	5.665339	5.507056	5.510038	6.13246	5.75285	5.920648	5.417603	4.162049	5.731452
Probe_14564	7.339859	7.140155	7.05122	7.183685	7.525857	6.935802	7.031483	7.129747	6.83099	6.818966	7.762409	6.858553
Probe_14565	5.423978	5.563518	5.86024	5.709908	5.072565	5.863683	5.677283	6.291707	6.773469	5.551565	5.862784	6.0013
Probe_14566	8.193639	7.911985	8.021585	7.964179	7.73916	7.919143	7.755488	7.834812	8.005467	7.763392	6.980574	7.690473
Probe_14567	8.622374	9.257772	9.236694	8.870913	8.305328	8.82866	8.406154	8.691011	8.963962	8.57563	8.571043	8.892294
Probe_14568	4.297133	4.918076	4.228218	2.97112	4.62146	5.013516	5.369676	5.143965	4.960711	4.83173	4.622317	4.489877
Probe_14569	3.936091	4.554466	3.055324	4.192242	2.756229	3.796496	2.81204	3.147595	4.35429	4.129728	4.083843	4.739605
Probe_14570	4.403431	4.656828	3.718559	4.271	2.880793	2.17464	3.792772	4.079096	3.943368	3.550851	3.24729	3.71972
Probe_14571	8.19458	8.259404	8.278087	8.093433	7.559155	7.876413	7.68566	8.475215	8.428712	8.038447	6.871412	8.195854
Probe_14572	10.09793	9.648455	9.635704	9.281754	10.16021	9.611851	10.32689	9.617238	9.227416	9.155367	9.353934	9.008067
Probe_14573	6.716085	7.707007	7.48599	7.997625	6.222739	7.617144	7.443416	7.501957	7.313373	6.532361	5.994756	6.438908
Probe_14574	10.90491	11.17002	10.9092	10.55897	10.69162	10.83451	11.0173	10.5597	10.38995	10.03181	10.34353	10.32702
Probe_14575	8.444423	8.350214	8.980642	8.282472	8.265737	7.822635	8.584275	8.26872	7.87377	8.591425	6.466063	7.653103
Probe_14576	8.194264	9.035035	8.939215	8.418038	8.560669	9.085547	8.887318	9.095073	8.829827	8.116895	7.09919	8.074045
Probe_14577	7.626717	6.972796	8.286364	7.980408	8.442035	7.88304	8.604075	8.354721	7.831257	8.892437	7.351973	8.550955
Probe_14578	7.602313	5.180494	8.267821	6.618415	8.509058	5.684182	8.836565	7.35506	5.23051	7.775018	4.413222	6.672779
Probe_14579	8.214324	7.4129	8.112658	7.365229	8.138907	7.42225	8.254348	8.2129	6.919721	8.022634	6.15863	7.092229
Probe_14580	4.618327	5.437913	5.271373	4.858861	2.662584	5.52869	3.684134	3.759326	4.570766	4.549028	3.627152	4.293731
Probe_14581	11.33901	11.62828	11.45136	11.26679	11.42163	11.38691	11.45692	11.45952	11.15393	11.1124	11.25235	10.7598
Probe_14582	7.82039	7.942192	7.589494	7.64312	6.924029	7.729852	7.531023	7.633664	7.341399	7.339654	7.579542	7.874379
Probe_14583	6.921055	6.663231	6.917599	7.787498	6.014619	7.056692	5.946202	7.231672	7.315657	7.771701	5.875352	6.169673
Probe_14584	5.415711	5.286279	5.190437	5.713885	4.294415	5.297151	4.539246	6.021995	5.960489	5.263778	5.226747	5.296656
Probe_14585	7.24464	6.885526	6.999301	7.113461	6.821277	7.103844	7.386621	6.835255	7.004007	6.303642	7.578471	6.177938
Probe_14586	9.082758	8.403894	9.119577	7.949226	8.460186	8.179058	8.536566	7.894345	8.095703	8.617688	7.122414	8.20718
Probe_14587	8.492734	8.670968	8.619391	8.54201	6.038223	7.724984	7.269978	7.145973	8.848476	8.115351	7.775242	8.700554
Probe_14588	7.797713	8.264508	8.090075	8.013914	7.894406	7.88797	7.806472	8.048296	7.764779	7.838649	8.197639	7.462142
Probe_14589	6.245558	6.693543	6.511112	6.678917	5.446491	6.306326	6.213454	6.553324	5.92381	5.929183	5.316175	5.289617
Probe_14590	6.768052	6.71555	6.519649	6.633473	6.375304	6.598374	6.742437	6.175642	6.744955	7.006421	5.751276	6.594265
Probe_14591	6.925643	6.18615	6.084589	6.129796	8.027873	7.462772	7.729315	7.448942	6.336831	6.318554	5.046539	6.202271
Probe_14592	7.022856	6.896187	6.432019	6.622389	7.016909	6.542151	6.428583	6.288571	6.701882	6.670047	6.921305	6.890921
Probe_14593	4.894527	5.870158	5.118733	5.187578	3.390214	5.572062	4.726477	5.619454	5.885918	5.327723	6.004092	5.962376
Probe_14594	5.475163	3.863046	6.43776	3.628984	6.349006	4.321344	6.772216	4.237013	2.590918	6.154798	0.177446	5.791483
Probe_14595	9.342739	9.34497	9.25285	8.896684	7.990007	8.463872	8.171052	8.404465	9.412299	9.749802	8.876017	9.459157
Probe_14596	8.097411	8.733429	8.822539	9.101456	8.428951	8.892573	8.639413	8.547535	9.578961	9.003875	9.56213	9.787788
