probe_set	_23_1CON	_23_2CON	_23_3NO0	_23_4NO7	_26_1CON	_26_2CON	_26_3NO0	_26_4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
Probe_2817	6.992916	7.823966	7.57292	7.572162	7.622638	8.129906	7.858211	8.146329	7.079378	6.77642	6.566683	6.565329
Probe_2818	9.557171	10.07764	9.907166	10.1291	10.21933	10.4094	10.24623	10.36955	10.08091	9.98248	9.576127	9.816772
Probe_2819	8.849471	7.618114	8.876434	8.153831	8.767982	7.685211	8.650915	8.208039	8.074645	8.890276	8.69726	8.973451
Probe_2820	7.260571	7.056269	7.306763	6.84328	7.371541	7.252069	7.101125	6.810135	6.789768	7.128572	7.508785	7.339556
Probe_2821	8.176143	7.881083	7.827089	8.050507	7.357675	7.689292	7.701909	7.706855	8.185198	7.835135	7.530016	7.6991
Probe_2822	10.66474	10.205	10.78476	10.7999	10.84623	10.52981	10.99941	11.0442	10.50372	11.07403	10.60373	11.09021
Probe_2823	8.769924	9.375897	9.153866	9.04499	9.236072	9.501736	9.276406	9.443625	8.891015	8.946614	8.305706	8.818838
Probe_2824	8.934251	8.099705	8.324356	8.293141	6.85276	7.410553	6.992984	7.376533	9.034249	7.7658	8.433669	8.63378
Probe_2825	11.11933	11.42018	11.30012	11.07308	10.94213	10.86135	10.97591	10.68112	11.47897	11.21129	11.39288	11.13141
Probe_2826	8.850606	8.63786	8.834025	8.714919	8.035596	8.007341	8.089403	8.32228	8.898601	9.273651	7.896429	9.160857
Probe_2827	7.72977	6.971532	8.342408	8.574279	7.748179	7.711302	7.777643	7.671951	8.279109	9.259054	8.736943	9.340936
Probe_2828	11.93122	11.62477	11.83808	11.5039	11.34234	11.38969	11.5043	11.23636	10.87117	11.22768	10.60514	10.54913
Probe_2829	11.06893	10.92446	11.15834	10.79748	11.31949	11.00548	11.50288	10.61883	9.585229	9.386531	9.356428	9.035775
Probe_2830	6.780887	6.935601	6.959573	6.439538	5.879978	6.402006	6.571204	6.792374	6.545094	6.838296	5.161408	6.658526
Probe_2831	9.976808	10.37774	10.54971	10.62937	9.424448	9.644907	10.17781	10.07012	10.24816	10.3627	9.922254	10.27987
Probe_2832	8.694476	7.555141	9.221203	8.147882	8.942274	7.537941	9.188685	8.489892	7.13951	9.004574	6.723108	8.941893
Probe_2833	8.662807	8.740661	8.807194	8.599292	8.147271	8.437015	8.195057	8.156235	8.784203	8.390827	8.338558	8.610401
Probe_2834	10.18208	10.52679	10.6458	9.98877	9.616516	10.1408	9.891276	9.527379	9.419598	8.03697	8.690235	9.099847
Probe_2835	11.39154	11.72382	11.87998	11.36695	11.79153	11.78134	11.99575	11.7802	10.95936	10.5749	10.63787	10.87465
Probe_2836	9.544507	9.732513	9.612373	9.600383	9.285555	9.596803	9.308064	9.304201	9.260917	8.993799	9.175123	9.106778
Probe_2837	7.195997	7.266734	8.370286	7.18751	7.266734	7.266734	9.894586	9.73022	7.266734	4.656313	3.267991	7.830965
Probe_2838	9.010164	8.644545	9.288116	8.855448	9.631581	9.01717	10.03086	9.486714	7.769428	8.466435	7.451137	9.109256
Probe_2839	8.416177	8.29654	8.788555	8.485604	8.533135	8.066105	8.670323	8.403119	7.830914	8.032128	7.774174	8.544814
Probe_2840	11.31764	10.69987	10.91477	10.8278	10.07379	10.30825	10.32117	9.659992	10.71538	10.85049	10.62034	10.7256
Probe_2841	9.77587	9.311771	9.527295	9.841948	9.597704	9.411933	9.595272	9.596037	9.646285	9.668176	9.762673	9.977638
Probe_2842	8.050338	7.757063	7.957212	7.871339	7.937121	7.862166	8.203524	7.71155	7.60082	7.489117	7.509466	7.935772
Probe_2843	8.078743	7.629131	8.360619	7.58403	8.409573	7.935041	8.415433	8.363706	7.647818	8.333468	7.88458	8.134611
Probe_2844	7.461962	7.345529	7.412655	7.14749	7.306937	6.828936	7.306937	7.044197	7.108012	7.682047	6.572423	7.552308
Probe_2845	10.09603	8.349653	9.95934	9.356421	10.27623	8.59031	10.40576	9.808078	7.763099	9.891009	8.279299	9.633291
Probe_2846	10.07249	9.345815	10.38544	9.799892	9.849221	9.173565	10.26422	10.00677	8.304643	9.696326	8.080167	9.492142
Probe_2847	9.080119	8.369017	9.525454	8.530867	9.354538	8.160668	9.812002	8.925581	6.986297	8.71844	5.694095	8.540337
Probe_2848	11.07975	11.25709	11.75177	11.3425	10.45637	10.81065	10.65995	9.987193	10.77221	11.98532	10.79921	11.72628
Probe_2849	8.923934	9.28762	8.950874	8.9773	8.856625	9.525861	9.170646	9.506371	8.967045	8.662636	8.184925	8.600155
Probe_2850	8.310713	7.678199	7.806015	7.683725	6.163662	7.419193	7.144424	7.282792	8.194264	7.351584	7.451442	7.87694
Probe_2851	8.160925	8.263584	8.172217	8.258679	8.192791	8.452682	7.895266	8.349379	8.246669	8.138594	7.790264	8.404771
Probe_2852	8.503233	9.059474	9.040569	8.75664	8.11837	8.890368	8.321784	8.580715	8.952369	8.332328	8.73973	8.604972
Probe_2853	8.1755	8.996126	8.709101	8.264194	7.16555	8.497708	7.933319	7.897422	8.735536	8.050676	7.655989	8.290535
Probe_2854	8.189948	8.532032	8.685982	9.330803	9.061768	9.78297	9.324237	9.51703	9.93608	9.697094	9.752881	9.516911
Probe_2855	9.708132	10.07393	9.970063	9.890795	9.763828	9.762816	9.930816	9.911404	9.205019	9.030284	8.539244	9.146528
Probe_2856	8.661386	8.13198	8.195854	8.513913	9.054005	9.37662	8.560279	8.383406	8.501774	8.057586	8.378542	8.338054
Probe_2857	9.086996	9.276127	8.753862	8.868329	7.172628	8.633696	8.243579	8.214606	9.125406	9.144217	8.880915	8.944823
Probe_2858	8.515361	9.183333	8.674079	8.749263	8.381712	8.426311	8.453262	8.431761	8.992213	8.871742	8.81347	8.544466
Probe_2859	9.72385	9.625698	9.502388	9.361663	8.978982	9.210676	9.129474	9.027027	9.404326	9.317946	9.799286	9.563335
Probe_2860	8.50087	8.941426	8.611113	8.353178	8.342421	8.701476	8.246945	8.058333	8.643008	8.754971	7.809376	8.667491
Probe_2861	7.797486	7.897549	7.674545	7.545405	7.544516	7.776966	7.519723	7.633693	7.780586	7.860535	7.364362	7.43011
Probe_2862	7.028005	7.705549	7.090176	7.323181	6.44494	7.409705	6.548313	6.808102	7.972348	7.061506	7.135843	7.492967
Probe_2863	8.914905	8.320516	9.250137	8.67553	9.044823	8.346594	9.267213	8.766545	8.084851	9.346283	7.773614	9.206614
Probe_2864	10.8042	10.60005	10.67416	10.72995	11.19897	11.00318	11.10757	10.82333	10.52093	10.24142	10.4444	10.51297
Probe_2865	10.12494	9.903867	10.00564	9.915237	10.30493	9.832067	10.06209	10.04782	9.74	10.01369	10.27081	10.22399
Probe_2866	9.11312	9.332117	9.248388	8.835634	9.561234	9.223217	9.712298	9.676128	8.856559	9.153663	7.584316	9.031111
Probe_2867	9.158809	6.213584	9.575346	7.775656	9.125021	6.098268	9.61519	8.359306	5.81071	9.126529	5.328998	9.117734
Probe_2868	9.112108	9.01038	9.106278	9.732603	8.909308	9.585877	9.131391	9.103254	9.902426	9.736984	9.823308	9.779081
Probe_2869	7.965542	7.905182	7.772915	7.781183	8.051448	8.194028	7.92914	8.000101	7.922781	7.604346	7.513206	7.64091
Probe_2870	10.85964	10.80248	10.8541	10.82549	10.53621	10.49608	10.55418	10.53119	10.96287	10.85463	10.8566	10.6729
Probe_2871	7.829805	8.005608	8.182181	8.602665	7.579889	8.428971	7.794981	8.002494	8.98686	8.967653	8.414157	8.78847
Probe_2872	5.723103	5.194414	6.251893	6.263521	6.480907	4.49526	4.34269	5.887169	6.356889	5.181238	7.166103	5.496175
Probe_2873	11.10895	11.22644	11.2185	10.64722	11.21314	11.01482	11.16145	10.95578	10.51575	10.54643	10.3663	10.46392
Probe_2874	10.06404	10.08142	10.11076	9.858979	9.526014	9.804397	9.619881	9.509714	10.01084	9.894572	9.760023	9.84493
Probe_2875	10.36905	10.57544	10.49881	10.50617	9.853885	10.33934	9.902229	9.893326	10.52003	10.53298	10.59999	10.31253
Probe_2876	8.316472	8.272788	8.43123	8.407293	8.030695	7.732059	7.686907	7.871955	8.368358	8.960144	8.286073	8.852217
Probe_2877	9.178102	8.352375	9.264004	8.482155	8.654439	7.93898	8.634971	8.201732	7.709801	9.061044	8.027513	8.836259
Probe_2878	9.603654	9.923429	9.677128	9.194331	9.162464	9.320363	9.297941	9.051002	9.387123	9.367701	8.995654	9.117248
Probe_2879	10.34418	10.04796	10.37222	10.63885	10.48139	10.38873	10.4125	10.6531	10.21307	10.77631	10.33788	10.32527
Probe_2880	8.539031	8.870013	9.000535	9.160277	9.327932	9.288319	9.362748	9.171527	8.648041	9.010967	8.168115	8.960289
Probe_2881	8.768221	8.515988	8.472199	8.469141	8.125289	8.228977	8.0971	8.087182	8.917208	8.691203	8.541948	8.604638
Probe_2882	8.056014	8.417435	8.356857	8.203177	8.139986	8.404801	8.195963	8.364275	8.12349	7.898372	8.194585	8.247833
Probe_2883	8.487957	6.643445	9.210357	7.562288	8.876603	6.809453	9.171472	6.962387	7.749429	8.719827	4.105083	8.694849
Probe_2884	9.587639	9.368978	9.535264	8.929525	9.19859	8.796919	9.491911	8.791664	8.425782	8.997744	8.438002	9.302744
Probe_2885	9.085579	8.990649	9.316175	8.962743	8.985762	8.812572	9.338739	8.934864	8.635149	9.028627	8.232243	9.029099
Probe_2886	8.187525	8.265873	8.592136	7.879939	8.158463	7.783601	8.200374	7.625826	8.114601	9.05748	7.828657	8.652454
Probe_2887	8.339084	7.955871	8.44867	8.37725	9.028301	8.41455	8.795286	8.715729	8.052497	7.480483	9.103852	7.649314
Probe_2888	8.431502	8.546582	8.655745	8.525219	8.13592	8.550562	8.398158	8.564306	8.585244	8.961811	8.801805	8.853721
Probe_2889	8.708118	7.59416	8.803476	8.06617	8.710214	7.197875	9.0318	8.450667	6.541575	8.196523	6.56053	8.33367
Probe_2890	8.992094	8.44371	8.536379	8.36452	7.593638	7.891984	7.767695	7.08935	7.402313	6.942362	6.585936	6.985683
Probe_2891	10.16734	10.28324	10.26272	9.741202	10.45778	10.31575	10.46937	10.41892	9.975346	9.793719	9.35406	9.630562
Probe_2892	4.751849	5.791413	5.982955	6.243709	4.696951	6.012638	5.104051	6.543211	6.943288	6.496438	4.054354	6.753083
Probe_2893	10.7969	10.93411	10.97173	11.61516	11.61332	11.53085	11.53875	11.39196	11.75177	11.72089	11.68943	11.64218
Probe_2894	9.458072	9.411257	9.638166	9.825434	9.678193	9.748832	9.886207	10.07823	9.44914	9.471834	9.059409	9.54702
Probe_2895	6.374728	5.703552	5.774555	6.312033	5.727602	5.35853	5.824381	5.64441	6.614255	6.088862	5.321831	6.121971
Probe_2896	9.718961	9.391759	9.645311	9.740132	6.724255	7.741164	7.427765	7.330523	9.683718	9.237645	9.647912	8.949728
Probe_2897	8.945815	8.818263	8.850518	8.80701	8.078887	7.078172	7.075169	7.373666	8.588775	7.928199	7.863784	8.257822
Probe_2898	9.975948	10.46835	10.21189	10.13129	10.06433	10.498	10.21517	10.5176	10.08126	9.85749	9.724038	9.93854
Probe_2899	7.188559	7.452134	7.634274	7.403489	6.737159	7.281606	7.509498	7.577368	7.554834	7.479045	7.156629	7.683254
Probe_2900	8.497648	8.014433	8.084591	8.567823	9.632239	9.774609	8.657901	9.134408	8.70576	8.354589	10.12621	8.308621
Probe_2901	8.44881	8.616659	8.656214	8.153289	8.401007	8.124023	8.617181	8.600838	8.071044	8.533478	6.798647	8.313922
Probe_2902	5.260583	5.667058	4.975162	5.271803	5.112667	5.406918	5.038774	4.716234	3.996624	5.097248	3.554798	4.678455
Probe_2903	6.630828	7.23002	6.937662	6.925014	6.527382	6.780258	6.783064	6.244781	7.071956	7.282032	5.605328	7.357156
Probe_2904	7.575607	7.768211	7.850224	8.026302	6.706848	7.618745	7.050567	7.717807	7.968315	7.325413	6.098426	7.464064
Probe_2905	10.54472	10.83145	10.97274	11.2308	11.12732	11.31264	11.00106	11.17099	11.5638	11.49886	11.59806	11.48409
Probe_2906	7.462838	7.323253	8.292414	8.104106	7.37748	7.782743	7.935984	7.576968	7.783057	8.258081	7.81924	8.378429
Probe_2907	7.363811	7.593062	7.462838	7.601117	6.723873	7.172237	7.557594	7.135596	7.578999	7.227337	5.903807	7.287445
Probe_2908	7.015883	8.402782	8.446347	9.215878	7.660766	9.383011	7.850074	7.938409	9.934179	9.668752	9.438767	9.564607
Probe_2909	8.60439	8.732968	8.79922	8.993083	9.401283	9.354752	9.727665	9.571385	8.717039	8.758909	8.385094	8.866135
Probe_2910	9.498087	8.115267	9.506066	8.391678	9.106662	7.890143	9.232253	8.272513	8.158564	9.893931	8.065809	9.614829
Probe_2911	9.551199	9.973683	10.0408	9.835005	9.404269	9.533883	9.808681	9.823875	9.14312	9.169484	8.599493	9.543952
Probe_2912	6.190949	7.269192	6.677607	6.865473	4.459261	6.062508	6.186548	6.630117	5.776591	6.298974	4.694039	6.544362
Probe_2913	7.471212	7.89469	8.212365	8.755592	9.421987	9.164085	9.225877	7.970957	8.157342	7.840558	7.978081	8.15378
Probe_2914	9.857462	10.1364	10.02782	9.572403	9.847833	9.877606	9.811876	9.718882	9.945497	10.01221	9.637358	9.893597
Probe_2915	7.893708	7.053003	8.32718	7.517858	8.215921	7.133553	8.302113	7.75701	7.172207	8.574552	6.068585	8.462498
Probe_2916	9.128384	9.271283	9.370055	9.317259	10.00501	9.891776	9.891615	9.943009	8.516125	8.620014	8.830588	8.781504
Probe_2917	7.224822	7.833864	7.601555	7.883193	6.844511	7.084766	7.252438	7.294005	8.110024	7.783424	6.72405	7.79307
Probe_2918	10.79944	10.38542	10.45235	10.19876	9.775046	9.553092	9.875556	9.502973	9.688775	9.235844	9.900325	9.753397
Probe_2919	9.003512	9.954166	9.742774	9.214312	10.0305	10.03264	10.2399	10.04051	9.483937	9.305884	8.394351	9.547328
Probe_2920	6.854008	7.393888	7.074805	7.217851	7.426332	7.495727	7.147775	7.045246	7.001836	6.910217	5.552076	6.455779
Probe_2921	7.37956	8.530383	7.994382	8.280622	8.004973	8.576186	8.15126	8.500866	8.209317	8.120046	7.23197	7.393476
Probe_2922	10.48629	10.96315	10.92167	10.69809	10.85742	10.58058	11.014	10.61237	10.39942	10.36023	10.26227	10.24364
Probe_2923	9.204456	9.737445	9.609482	9.711744	9.593647	9.967068	9.757113	9.983991	9.78833	9.577074	9.151542	9.562248
Probe_2924	10.61583	10.61742	10.77974	11.02111	9.02148	10.21923	9.700627	8.849621	10.81037	10.93288	10.59132	10.99041
Probe_2925	11.1364	11.05721	11.25644	11.27545	9.905536	10.6509	10.50164	9.996205	11.12149	11.62844	11.08604	11.34428
Probe_2926	9.4338	9.673254	9.849876	10.3075	10.13736	10.47766	10.14876	10.23551	10.8474	10.66312	10.75852	10.80826
Probe_2927	10.84467	10.12789	11.3073	11.02918	11.2848	10.67964	11.52437	10.82519	10.1253	11.03244	10.82818	11.00872
Probe_2928	8.415138	8.840863	9.598925	9.783486	7.895272	7.530781	10.5971	10.72444	7.594086	7.301423	8.224021	8.409323
Probe_2929	8.375435	7.837426	8.811249	8.208527	7.71102	7.320403	7.859311	7.899514	7.938715	8.773357	7.679839	8.666103
Probe_2930	8.33464	7.436936	7.817956	7.507906	6.940355	5.995238	7.84074	7.883822	7.588257	7.531397	6.972026	7.578116
Probe_2931	8.726814	9.454787	9.044031	9.433852	8.571131	9.501658	8.476455	8.646944	10.00404	9.649544	9.74657	9.567966
Probe_2932	8.522323	8.618051	8.856391	8.628916	8.467035	8.510586	8.845876	9.007428	8.210233	8.623918	7.848905	8.468824
Probe_2933	8.520261	8.24807	8.483352	8.488318	7.855336	8.177056	8.257855	8.68649	7.752434	8.322469	6.747495	7.910847
Probe_2934	5.514791	4.732617	5.599859	5.967807	4.724759	4.61872	5.16119	5.753153	6.224473	5.934156	6.941752	5.545795
Probe_2935	8.421985	8.168747	8.653615	8.473012	8.318733	7.92731	8.23511	8.264508	8.291493	8.741986	8.443039	8.877618
Probe_2936	7.991635	7.82893	8.147866	8.16666	7.29417	7.679396	7.318362	7.139275	7.942673	8.058484	7.617012	8.580285
Probe_2937	8.596991	8.679776	8.975782	9.38699	9.112682	9.356951	9.177036	9.621849	9.458663	9.663777	9.189442	9.510293
Probe_2938	7.001239	6.623223	7.132248	7.131775	6.891954	6.709925	7.189844	7.272704	7.551147	7.265062	7.544091	7.562777
Probe_2939	8.555091	7.823214	8.976613	9.111923	8.598	8.532823	8.754644	8.673062	8.984595	9.75267	9.024206	9.512659
Probe_2940	9.325031	6.67779	9.332558	8.39339	8.607227	6.736064	9.323528	7.56543	5.435732	8.728431	6.853384	8.561567
Probe_2941	7.702166	7.742087	7.826428	8.097922	7.564515	7.829444	7.638117	8.084319	7.641849	7.951372	7.173807	7.772077
Probe_2942	6.298667	7.048541	7.230991	6.622318	7.162995	6.857309	6.752026	6.544887	7.101934	6.65455	6.321116	6.835558
Probe_2943	8.617115	9.325283	9.426827	9.462527	8.538313	8.92146	8.787749	8.715907	9.165706	9.289848	8.782661	9.222945
Probe_2944	7.09546	6.44367	7.110353	6.919912	6.594217	6.483418	6.549406	6.863418	6.244931	7.424536	5.564332	7.193496
Probe_2945	8.619127	7.808681	8.346651	7.624627	7.772974	7.41646	7.957328	7.875295	7.212754	7.945268	6.824488	7.618136
Probe_2946	4.898673	6.406409	6.144652	5.920655	5.639201	5.462808	4.438286	4.867768	6.27886	5.799111	5.785409	6.028578
Probe_2947	7.364397	7.34623	7.249483	7.317069	6.496394	7.491284	6.911608	7.17981	7.496638	7.000338	6.40573	6.974185
Probe_2948	9.190765	8.57359	8.739625	8.743027	8.430444	7.672666	8.81131	8.439943	8.266309	7.868113	8.921383	8.236784
Probe_2949	6.555934	5.785901	6.640605	6.031808	6.619922	5.030791	6.400987	6.563291	5.615113	6.992497	5.456639	6.494768
Probe_2950	8.363018	8.119019	8.185297	8.397906	8.459911	8.471106	8.293918	8.24963	8.447005	8.195426	8.221283	8.185128
Probe_2951	9.964168	9.169096	10.10125	10.2233	10.6079	9.837185	10.53707	10.45546	9.823116	10.69729	9.843681	10.83998
Probe_2952	9.061177	9.071369	9.04001	9.032963	8.381244	8.59506	8.966041	8.715629	8.884198	8.249938	8.699017	9.101928
Probe_2953	8.30541	8.682324	8.720579	8.354324	8.02003	8.667576	8.199098	8.394823	8.767933	8.478846	8.669161	8.474452
Probe_2954	7.596861	7.282125	7.305633	7.308166	6.711798	7.229857	6.280073	7.342377	7.449157	7.204278	7.308485	7.646811
Probe_2955	8.009638	8.607434	8.721397	8.477443	7.678051	8.35884	8.231509	8.472114	8.634789	8.822128	7.945385	8.742336
Probe_2956	9.391675	6.531389	10.50746	6.231766	9.961144	5.977445	11.12969	8.006853	6.00796	9.749911	4.473267	10.93778
Probe_2957	8.507093	8.142076	8.154813	8.384093	7.78052	8.184017	7.646083	7.619354	8.773512	8.495088	8.19675	8.621935
Probe_2958	6.472702	6.013594	5.694713	5.865995	5.26922	6.22085	6.187738	6.100067	6.411194	5.920188	7.780697	5.689296
Probe_2959	4.942486	6.316444	5.534491	5.360435	4.815736	5.135609	4.938036	4.687738	5.561806	4.76502	0.238897	5.492132
Probe_2960	8.953708	8.282259	8.681783	8.901042	8.91495	8.703184	8.852879	8.828809	8.785361	8.869911	8.431869	8.944899
Probe_2961	8.465758	8.273586	8.865043	8.682794	8.736882	8.239966	8.865096	9.078618	7.847959	8.701851	8.172658	8.648354
Probe_2962	8.515053	8.729189	8.476175	8.389498	7.396365	8.378217	8.202761	8.484106	8.571927	8.416266	8.07291	8.136099
Probe_2963	8.983025	8.19024	8.844298	8.437844	8.146085	7.720306	8.315236	8.490999	7.884256	8.874465	8.145306	8.654181
Probe_2964	7.534583	7.464456	7.247007	7.735712	6.933278	7.125982	6.776591	6.913404	7.632137	7.251681	7.326016	7.445007
Probe_2965	8.054886	8.498913	8.176986	8.124245	7.565171	8.223683	7.658261	7.956016	8.418582	8.352578	7.457668	8.110776
Probe_2966	8.304894	8.558838	8.613097	8.319162	7.874594	8.108822	7.893411	8.525705	8.401724	8.255071	8.003332	7.779732
Probe_2967	9.402396	9.249723	9.029036	8.911419	8.370923	8.789009	8.30989	8.336475	9.490927	9.103015	8.692316	8.778393
Probe_2968	10.00201	9.960989	10.96166	10.97629	10.77931	10.35367	10.97048	10.38964	10.3687	11.18469	10.69816	11.06946
Probe_2969	8.616523	8.687078	9.055383	8.943151	8.442006	8.767761	9.001647	9.338141	8.618338	9.043522	7.649421	8.925919
Probe_2970	4.457273	5.058498	5.150552	5.14445	5.514735	4.641916	4.43784	5.551811	5.292936	4.97712	3.511506	4.771827
Probe_2971	7.734832	7.199986	7.270996	7.188579	7.359873	7.413357	7.636675	7.573026	7.232824	7.041101	7.114148	6.999459
Probe_2972	5.585116	7.093412	6.688992	6.812909	7.176861	7.804344	7.06183	6.67848	6.339871	6.492464	5.289628	5.453369
Probe_2973	5.369023	6.400413	6.419888	6.786453	5.650219	6.183262	6.25973	7.010802	7.369754	7.123635	5.121003	6.770472
Probe_2974	8.523037	8.434662	8.759349	8.600809	8.891562	8.787331	9.206194	8.363022	7.623318	7.397735	7.567028	7.849774
Probe_2975	7.279156	7.157781	7.76574	7.423998	7.215057	7.509054	7.714932	7.656739	7.228626	7.659989	5.046482	7.85808
Probe_2976	8.719834	9.07684	9.287084	8.987258	8.861456	8.940308	9.135655	9.116331	8.608236	8.874062	7.373753	8.630937
Probe_2977	9.075819	9.322933	9.090845	9.029947	8.310431	8.933133	8.664198	8.931863	9.704353	9.512245	9.30729	9.435543
Probe_2978	9.267018	9.038159	9.310683	8.631155	9.651301	9.04104	9.705802	9.133777	8.123351	9.002416	6.736794	8.725598
Probe_2979	7.956858	8.4154	8.548398	8.402066	7.84502	8.16542	7.828054	7.648379	8.390096	8.613929	8.311381	8.641647
Probe_2980	9.531245	7.903291	9.671198	8.429068	9.372465	7.790661	9.54082	9.112883	7.495455	9.227873	6.706917	9.149417
Probe_2981	11.25929	6.681491	11.75139	9.200379	12.17691	8.174441	12.65659	11.33205	6.763066	11.38938	8.622663	11.93185
Probe_2982	8.49269	7.807136	8.269739	7.998923	8.524526	7.727798	8.379058	8.384292	7.673224	8.298677	7.474047	8.247671
Probe_2983	7.015214	6.436107	7.05889	6.665691	5.955294	6.040246	6.286271	6.118511	6.447303	6.704291	5.71259	6.847045
Probe_2984	9.081214	9.048751	8.892078	8.789035	8.26162	8.716048	8.510855	8.127432	8.647225	7.973812	7.971561	7.8435
Probe_2985	9.013401	9.365504	9.062964	8.883767	8.958547	9.179319	9.012613	9.448635	9.030642	9.267639	8.148314	8.905775
Probe_2986	5.914507	5.736237	5.934998	5.646396	5.400435	5.774508	5.847992	5.497095	6.025299	5.336269	6.643425	5.363168
Probe_2987	9.187797	9.046657	9.823038	9.498642	10.09585	9.391826	10.2307	9.721473	9.08086	10.02485	8.930409	10.11082
Probe_2988	9.622072	9.963372	9.702633	9.905482	9.990671	10.0954	9.865957	10.042	9.586934	9.815655	9.253684	9.596117
Probe_2989	7.458628	7.266243	6.969968	6.965634	6.164424	6.660894	7.011339	7.35917	6.662533	6.601535	5.871161	6.744134
